Usage_ID,Account,TS,Service,SKU,Usage,Unit,Cost,Currency,Region,Free_Tier_Flag,Tag_Owner,Tag_Env,Resource_ID,Ticket_ID,Ticket_Text,Incident_ID,Price_Version,Pricing_Type,Department,Project,SLA_Event,Log_Skew_Seconds,FX_Rate,Purchase_Type,Anomaly_Flag,Duplicate_Flag,Cost_Allocation_Valid
U25055,acct013,2025/01/22 18:25,Containers,vmPREM2,274439,min,₹948.64,,ap south 1,none,N/A,Prod,RES-FUNC.245,ticket2114,Access denied for user Neha Gupta,N/A,N/A,SPOT,ds,Delta,no,36,106.88,ON_DEMAND,,,
U29498,ACCT-016,02-07-2025 07:52:00,Analytics,VM.std.2,249887,second,"€5,621.03",,eu-central-1,free-tier,data,DEV,RES-DB-374,T-9612,Customer Arjun Sharma raised billing issue,INC-9447,V2.0,ri,Product,Beta,0,-228,na,SPOT,,,
U21813,ACCT-031,02/12/2025 17:36,Analytics,VMSTD16,"353,687",minutes,INR21.01,N/A,AP-SE-1,,na,TEST,RES-DB.600,N/A,System alert: CPU spike on resource,incident-1476,V2,RESERVED,PRODUCT,EPSILON,YES,-336,na,SPOT,,,
U23082,acct-023,05/27/2025 13:07,Analytics,VM-BASIC-16,"334,319",minute,$2244.12,INR,EU Central,none,DEVOPS,prod,res-k8s-node.797,Ticket-7001,Billing dispute from sara.c@corp.net,N/A,2025-q1,ri,Operations,epsilon,y,-159,88.55,ON_DEMAND,,,
U25198,acct049,2025-07-20 25:14,Compute,Vm.Std.2,198951,minutes,₹5958.05,usd,ap-se-1,freetier,BACKEND,staging,RES-K8S-541,N/A,Customer Carlos Rivera raised billing issue,INC-7321,1,on_demand,N/A,proj_delta,No,-27013,na,SPOT,,,
U23680,  ACCT-015  ,2025/09/18 12:49,CDN,VmSTD16,165109,hr,₹765.76,Us Dollar,AP-SOUTH-1,credit,Team-BACKEND,STAGING,res-lb-tcp_026,TICKET-3468,Billing dispute from carlos.r@firm.co,,V2,spot,DS,epsilon,N,-80,na,ON_DEMAND,,,
U23476,acct-015,06-04-2025 20:47:00,Compute,vm.STD.2,257668,seconds,€2893.14,,ca_central_1,None,na,prod,na,TKT-4682,"Neha Gupta, 89012345 reported latency",INC-3882,N/A,on_demand,FINANCE,proj-delta,NO,-220,91.49,ON_DEMAND,,,
U27656,ACCT-024,2025/08/20 02:09,Storage,Vm-PREM-16,"154,690",hours,₹5061.65,N/A,ap_southeast_1,credit,DEVOPS,DEV,res-vm227,Ticket-5450,"Neha Gupta, 04412345678 reported latency",N/A,2025-q4,ON-DEMAND,Data Science,UNKNOWN,y,270,106.97,ON_DEMAND,,,
U29973,acct-024,05/22/2025 20:12,Storage,VMprem8,53477,hr,€1685.94,N/A,USEast1,free_tier,na,,res-k8s-node_909,N/A,Billing dispute from sara.c@corp.net,N/A,,on_demand,ds,proj-delta,1,-238,N/A,ON_DEMAND,,,
U25154,ACCT-027,2025-03-04 18:07:00-08:00,Analytics,VMprem4,150720,s,"1,795.35",Us Dollar,us_east_1,free-tier,team-devops,prod,RES-VM716,N/A,Access denied for user Neha Gupta,incident-3372,v1,Spot,product,Beta,y,237,,ON_DEMAND,,,
U26522,Acct-047,07/14/2025 14:07,Serverless,vm_PREM_8,206782,second,$788.68,usd,ap_southeast_1,None,team_security,TEST,RES-K8S-524,TKT-1671,Incident follow-up for Sara Chen,N/A,2025-Q4,ON-DEMAND,Data Science,,NO,-278,105.46,SPOT,,,
U29856,Acct-026,2025-12-12 21:10:00-08:00,Analytics,VMSTD16,"27,537",hours,€4480.28,,AP-SE-1,CREDIT,N/A,Dev,res-db-386,,Customer Arjun Sharma raised billing issue,,2025-q1,on_demand,Finance,N/A,N,-45,103.33,SPOT,,,
U29431,Acct-017,2025-10-19 23:47:00+00:00,Compute,VM.prem.2,"240,488",min,USD 149.88,INR,us east 1,CREDIT,TEAM-BACKEND,na,res-lb-tcp.298,N/A,Ticket raised by Carlos Rivera (carlos.r@firm.co),incident-7346,2025-q4,On-Demand,Product,na,y,-465,N/A,ON_DEMAND,,,
U28416,acct-008,29-12-2025 09:44:00,Database,VM-prem-8,48633,minutes,USD 5756.63,EUR,USEast1,Credit,DEVOPS,Production,RES-K8S.900,TKT-7372,System alert: CPU spike on resource,INCI_8871,1,reserved,data science,beta,n,-84,88.49,ON_DEMAND,,,
U25367,Acct-003,2025-06-11 01:09:00,Containers,VmPREM8,116188,hrs,₹18.61,N/A,ca_central_1,na,N/A,TEST,RES-FUNC_482,TICKET-3184,Automated: Disk I/O anomaly detected,INCI_4233,,spot,PRODUCT,Proj-Beta,Yes,-470,88.44,SPOT,,,
U20100,Acct-026,2026-02-23 25:50,Security,Vm-std-16,"86,885",min,"₹2,115.56",na,Asia Pacific (Mumbai),freetier,DATA,production,RES_LB494,TKT-8848,Access denied for user Neha Gupta,INC-4992,1,,operations,proj-beta,y,-460,88.59,ON_DEMAND,,,
U23046,ACCT016,2025-04-08T13:22:00+05:30,Storage,vm_STD_4,65954,s,"INR9,899.79",INR₹,EU Central,none,team_data,stage,res-lb-tcp_204,t-8023,Incident follow-up for Sara Chen,Incident-1979,,on_demand,na,epsilon,YES,314,na,ON_DEMAND,,,
U21829,acct-0027,2025/03/17 00:30,Security,VM-Std-16,117097,seconds,"₹4,677.30",na,EU Central,N/A,,prod,RES-VM_673,N/A,Ticket raised by Sara Chen (sara.c@corp.net),INC3171,V1,SPOT,Ops,DELTA,false,-219,104.06,RESERVED,,,
U20257,ACCT_017,2025-09-11 22:47:00+00:00,Networking,VmStd8,"289,155",hour,€8929.83,N/A,ap-south-1,free_tier,,TEST,RES-VM.287,,System alert: CPU spike on resource,Incident-3011,1,ON-DEMAND,FINANCE,,FALSE,-36,106.35,SPOT,,,
U22817,acct-0026,05/04/2025 13:15,Networking,VM.prem.4,12554,min,8944.98,INR₹,ap-se-1,na,Team-DEVOPS,Prod,na,T-1892,support contact Neha Gupta,INC-6040,,reserved,Engineering,EPSILON,no,147,N/A,SPOT,,,
U27859,Acct-021,2026/02/20 16:10,CDN,Vm_STD_8,"59,842",second,"$1,325.33",inr,ca_central_1,credit,SRE,DEV,N/A,N/A,Billing dispute from neha.g@company.in,,2025-q4,,operations,,N,-166,,RESERVED,,,
U28224,  ACCT-039  ,2025-04-18 05:24:00,ML & AI,Vm-PREM-2,"124,754",minute,$2849.71,usd,ap-southeast-1,NONE,team_ml,na,na,N/A,Ticket raised by Arjun Sharma (sara.c@corp.net),Incident-7222,2025-Q1,ondemand,UNKNOWN,na,,-186,,ON_DEMAND,,,
U21718,acct-0007,2025/06/07 08:19,Networking,vm_prem_4,128719,seconds,"USD 3,924.24",N/A,ap south 1,,N/A,TEST,res-lb-tcp-633,TKT-5627,Billing dispute from arjun.s@corp.com,INC7498,v1.0,on-demand,data science,UNKNOWN,No,-47192,N/A,ON_DEMAND,,,
U24883,acct-0003,12/14/2025 06:13,Containers,Vm_prem_8,304622,s,$2491.79,na,AP-SOUTH-1,free-tier,,N/A,res-k8s-node.629,ticket6238,"Neha Gupta, 89012345 reported latency",INCI_2646,N/A,SPOT,UNKNOWN,proj_alpha,N,498,,RESERVED,,,
U25079,acct013,05-06-2025 03:23:00,ML & AI,vmPREM16,38681,hrs,₹2151.69,INR₹,ca_central_1,Credit,DATA,Prod,vm-101,Ticket-9879,"Neha Gupta, 04412345678 reported latency",Incident-7185,v2,,ops,beta,y,20,104.54,ON_DEMAND,,,
U25656,ACCT_032,2025/02/19 09:39,CDN,vm_Std_2,184640,second,USD 628.55,usd,Canada Central,None,SECURITY,N/A,N/A,tkt-2946,Incident follow-up for Arjun Sharma,INC2532,V1,preemptible,ds,UNKNOWN,NO,126,90.78,ON_DEMAND,,,
U25637,ACCT-013,2025-07-12T11:03:00+05:30,CDN,VMstd16,52603,hr,$7829.99,EUR,ap south 1,credit,team-finops,production,res-db.592,TICKET-8501,support contact Kevin Park,INC6705,V2,preemptible,engineering,alpha,y,155,105.83,ON_DEMAND,,,
U24355,acct043,02/25/2026 02:36,Networking,vm-std-8,6253,sec,USD 7071.99,Us Dollar,EU Central,,N/A,,res-lb-tcp607,TICKET-3121,System alert: CPU spike on resource,incident-8986,2025-q1,ondemand,FIN,na,,59,na,RESERVED,,,
U26049,ACCT_024,2026-02-07 19:55:00-08:00,Security,Vm.BASIC.4,150390,minutes,€723.86,,CA-CENTRAL,N/A,grp-backend,na,res-k8s-node_188,ticket3459,Automated: Disk I/O anomaly detected,N/A,N/A,preemptible,FIN,Alpha,N,353,,SPOT,,,
U20939,ACCT_006,2025-01-24 25:26,CDN,VM-prem-2,166559,hr,₹7813.98,N/A,eu_central_1,none,Team-ML,staging,N/A,t-6081,System alert: CPU spike on resource,INC-4954,2025-q4,reserved,operations,PROJ-ALPHA,False,-280,na,RESERVED,,,
U26747,ACCT027,2025/06/07 21:37,Database,Vm.BASIC.16,93591,hr,"INR3,260.88",INR,us-east-1,,grp-security,na,RES-FUNC.557,,"Neha Gupta, +1-555-0192 reported latency",INC5438,V1,RI,product,epsilon,yes,-272,,ON_DEMAND,,,
U25611,ACCT_013,2026-02-22 18:45:00+00:00,Analytics,Vm_PREM_4,202942,second,"₹7,088.54",Us Dollar,eu-central-1,credit,frontend,Testing,,tkt-7611,Auto ticket: Memory utilization high,INC-8859,2025-q1,On-Demand,Data Science,proj-delta,n,-106,na,ON_DEMAND,,,
U26461,  ACCT-019  ,2025-01-17 25:34,CDN,VM-STD-4,"25,076",hour,"USD 9,846.86",Us Dollar,ap south 1,N/A,DATA,STAGING,RES-K8S_497,N/A,Billing dispute from sara.c@corp.net,INC5202,v1,,DATA_SCIENCE,alpha,False,111,na,RESERVED,,,
U25699,  ACCT-036  ,2025-03-29 25:15,Compute,vm_std_16,222519,hr,$7446.17,EUR,ap_southeast_1,CREDIT,na,Prod,RES-FUNC371,Ticket-1318,support contact Sara Chen,incident-3257,V1.0,OD,finance,proj-beta,false,-181,90.88,SPOT,,,
U26707,acct-013,2026-02-02T20:39:00+05:30,Analytics,vm_Std_2,"302,777",min,"INR1,473.61",INR,ap_south_1,free_tier,Team-BACKEND,dev,na,T-7334,Access denied for user Carlos Rivera,Incident-6119,V1.0,Reserve,engineering,,false,168,na,ON_DEMAND,,,
U27477,ACCT-021,2025-08-25 25:59,Analytics,VM-prem-4,"230,029",hours,$318.49,INR₹,AP-SE-1,N/A,N/A,PROD,res-k8s-node795,T-5048,Automated: Disk I/O anomaly detected,Incident-6091,V2,Reserved,FINANCE,proj_alpha,false,-493,88.69,RESERVED,,,
U29376,ACCT045,19-05-2025 03:25:00,Compute,Vm-STD-8,"42,468",hours,"INR7,329.46",inr,AP-SE-1,,grp-sre,STAGING,RES-K8S927,ticket7372,Access denied for user Sara Chen,INC1153,2025-Q1,ri,prod,unknown,false,-126,91.3,ON_DEMAND,,,
U25034,acct-0016,2026-02-23 25:00,CDN,Vm.std.16,"136,622",min,"€3,461.06",,Canada Central,FreeTier,finops,Testing,RES-FUNC543,tkt-4852,Incident follow-up for Kevin Park,Incident-5492,1,,Product,na,True,329,91.57,RESERVED,,,
U24757,ACCT_015,2025-12-23 11:52:00+00:00,Database,vm_prem_4,169435,hrs,€2142.61,INR,ap_southeast_1,na,grp-devops,stage,res-func-944,ticket8799,Access denied for user Carlos Rivera,INCI_4410,v3,on-demand,DATA_SCIENCE,PROJ-ALPHA,1,-267,na,SPOT,,,
U24348,acct-0030,2025-03-19 06:20:00,Serverless,Vmprem16,210832,hr,INR3665.98,na,EU-CENTRAL-1,credit,na,production,res-k8s-node-018,TKT-8908,"Neha Gupta, 89012345 reported latency",INC8394,V2.0,RESERVED,UNKNOWN,alpha,0,268,88.63,ON_DEMAND,,,
U27669,acct-009,2025-09-19 05:28:00+00:00,Compute,Vm_BASIC_8,52036,seconds,€8682.48,inr,us_east_1,free-tier,TEAM-SECURITY,Production,res-k8s-node.376,t-2773,"Neha Gupta, 04412345678 reported latency",N/A,N/A,reserved,finance,N/A,,184,105.82,ON_DEMAND,,,
U29850,  ACCT-044  ,2026-01-16 25:40,Networking,vm-PREM-4,334532,minute,2980.81,N/A,ap-se-1,N/A,Team-DATA,STAGING,RES-K8S-746,TKT-1048,Customer Kevin Park raised billing issue,INC7518,2025-Q1,preemptible,ops,proj-beta,yes,-397,90.57,ON_DEMAND,,,
U29947,acct-0031,2026-02-18 25:25,Security,VMstd16,261926,sec,$6603.02,USD,AP-SE-1,free_tier,,production,,TICKET-8680,"Neha Gupta, 89012345 reported latency",,V2,,engineering,proj-epsilon,FALSE,342,na,RESERVED,,,
U27081,ACCT_007,07-05-2025 08:58:00,Security,VM.std.16,202799,s,"INR9,648.00",EUR,EU Central,freetier,na,Staging,RES-DB_542,ticket5322,"Neha Gupta, +1-555-0192 reported latency",INC-1830,2025-q1,on-demand,Engineering,proj_delta,Y,-179,,ON_DEMAND,,,
U20729,acct-0026,2025-01-11 25:41,Serverless,Vm_basic_16,37220,minute,6081.72,eur,AP-SE-1,free_tier,DEVOPS,,res-lb-tcp_352,T-7026,Auto ticket: Memory utilization high,INCI_3195,V1.0,Spot,eng,beta,False,411,89.14,ON_DEMAND,,,
U22804,acct008,2025/08/25 09:14,Compute,Vm-Std-2,"139,448",second,$509.17,N/A,eu_central_1,free-tier,,PROD,res-db-078,TKT-4391,System alert: CPU spike on resource,INC2458,v1,preemptible,fin,Alpha,Y,458,103.52,RESERVED,,,
U22856,ACCT-004,15-06-2025 00:27:00,Database,vm-std-8,"318,458",hr,4903.93,INR₹,Canada Central,na,grp-backend,prod,RES-K8S070,,Customer Neha Gupta raised billing issue,INC2681,V3,Spot,PROD,na,N,376,88.11,SPOT,,,
U21089,Acct-046,09/08/2025 22:13,Analytics,vm-prem-4,5747615,sec,USD 3040.17,INR₹,ap-south-1,none,team-security,Staging,RES_LB423,ticket6685,Billing dispute from sara.c@corp.net,Incident-7516,2025-Q4,,ops,,y,-327,82.58,ON_DEMAND,,,
U28180-DUP,ACCT-020,13-02-2025 01:02:00,Networking,vm-PREM-8,64036,second,₹9177.27,Us Dollar,AP-SE-1,none,N/A,development,,Ticket-6065,Automated: Disk I/O anomaly detected,INC-3307,N/A,OD,FINANCE,UNKNOWN,y,-45953,,SPOT,,,
U26344,ACCT-031,2026-02-09 13:35:00-08:00,Compute,vmSTD4,64538,hrs,USD 1875.98,usd,eu-central1,N/A,na,test,vm-036,ticket5039,"Neha Gupta, 89012345 reported latency",,v1.0,Preemptible,finance,proj_delta,N,254,91.37,SPOT,,,
U24053,ACCT044,2025-01-06T10:17:00+05:30,Storage,VMBASIC8,287987,hr,INR9711.96,usd,eu-central1,NONE,grp-sre,,RES_LB761,TKT-3878,Automated: Disk I/O anomaly detected,INCI_5788,2025-q4,ON-DEMAND,XYZ999,beta,false,62,91.55,ON_DEMAND,,,
U20584,  ACCT-030  ,2025-10-27 25:11,Security,VMstd8,86327,s,₹2216.62,INR₹,AP-SE-1,free_tier,TEAM-ML,Prod,RES_LB.330,Ticket-9607,System alert: CPU spike on resource,INCI_3290,2025-q4,spot,finance,,Yes,-399,91.81,ON_DEMAND,,,
U29160,ACCT-026,30-06-2025 17:34:00,Analytics,vm_BASIC_16,"83,111",minutes,"€4,537.22",USD,us_east_1,free-tier,team-backend,stage,vm_035,t-2905,Auto ticket: Memory utilization high,Incident-3406,v3,SPOT,engineering,proj-epsilon,FALSE,58,103.29,ON_DEMAND,,,
U29291,ACCT049,07/27/2025 21:55,Networking,Vm_BASIC_8,"219,804",minute,"USD 6,756.14",USD,CA-CENTRAL,CREDIT,grp-ml,Dev,res-func-694,TICKET-4513,"Neha Gupta, +1-555-0192 reported latency",INC-7527,2025-q4,SPOT,data science,Delta,True,-91,88.78,RESERVED,,,
U20942,ACCT002,2025-10-20 19:43:00-08:00,Containers,Vm.std.8,229223,hrs,$8244.01,INR,CA-CENTRAL,None,grp-backend,staging,vm.499,ticket5987,Auto ticket: Memory utilization high,INCI_1628,V2.0,Reserved,Data Science,proj_alpha,NO,183,na,ON_DEMAND,,,
U26362,acct-0042,2025-11-07 20:10:00,ML & AI,vm.PREM.4,208314,hours,7152.10,N/A,USEast1,freetier,Team-FRONTEND,na,res-func-535,Ticket-2575,System alert: CPU spike on resource,N/A,2025-Q1,,DATA_SCIENCE,na,yes,-39,83.86,RESERVED,,,
U26786,acct040,24-02-2025 15:11:00,Containers,vm.std.16,161871,hours,2198.11,N/A,eucentral1,NONE,TEAM-ML,test,N/A,T-4809,Access denied for user Neha Gupta,Incident-4250,V1.0,RI,DATA_SCIENCE,UNKNOWN,Y,6,106.36,ON_DEMAND,,,
U25458,acct-011,2025-11-05 22:00:00,Security,VM_std_4,"326,444",sec,USD 7908.85,,ap-south1,NONE,FRONTEND,Staging,res-vm.661,TICKET-9022,Customer Kevin Park raised billing issue,,2025-q1,reserved,data science,unknown,TRUE,322,88.47,ON_DEMAND,,,
U26090,  ACCT-031  ,2025/03/04 12:47,Networking,Vm.basic.8,122893,s,USD 980.80,,ca central 1,free_tier,na,stage,res-lb-tcp.011,,Ticket raised by Sara Chen (carlos.r@firm.co),INCI_7580,v1.0,SPOT,ENGINEERING,unknown,False,302,104.17,SPOT,,,
U24866,acct-0032,2025-11-04T20:04:00+05:30,CDN,Vm.BASIC.16,45121,min,6959.26,inr,ap-se-1,CREDIT,,TEST,na,t-6226,support contact Carlos Rivera,INC-3790,V2,N/A,Data Science,Epsilon,True,264,90.96,ON_DEMAND,,,
U27432,acct-049,2025-05-25 25:10,CDN,VM.Std.4,"67,316",hour,€949.73,EUR,AP-SE-1,N/A,,na,res-vm019,T-1291,Customer Carlos Rivera raised billing issue,INCI_3284,2025-q1,Spot,Ops,proj_alpha,False,-281,,RESERVED,,,
U29241,acct035,2025-07-17 10:28:00,Analytics,Vm.PREM.4,"42,527",hour,"INR6,237.32",Us Dollar,ap-south1,Credit,N/A,test,RES-FUNC_048,TICKET-9745,Billing dispute from neha.g@company.in,,1,on-demand,data science,UNKNOWN,no,22,N/A,SPOT,,,
U24384,ACCT-039,2026-02-28 21:27:00+00:00,Containers,vmprem4,90081,seconds,USD 1592.68,inr,ap_southeast_1,freetier,team_sre,prod,RES-VM-493,ticket9324,Ticket raised by Arjun Sharma (neha.g@company.in),INC8817,V1.0,preemptible,OPS,na,TRUE,226,106.95,ON_DEMAND,,,
U21771,ACCT_017,2025-03-04 16:30:00,Storage,Vm-prem-4,"76,921",seconds,INR7233.70,Us Dollar,us_east_1,credit,team-frontend,TEST,res-lb-tcp.302,TKT-9696,Ticket raised by Arjun Sharma (kevin.p@biz.org),,1,ri,product,alpha,False,-185,88.1,RESERVED,,,
U24358,  ACCT-038  ,10/05/2025 13:59,ML & AI,VM_STD_8,"337,575",s,"INR8,614.52",,ca-central-1,None,Team-BACKEND,test,RES-VM956,T-4581,Incident follow-up for Sara Chen,INC9014,2025-Q4,Reserved,ENGINEERING,proj_alpha,Yes,336,89.19,ON_DEMAND,,,
U23534,Acct-007,2025-09-29T01:39:00+05:30,Compute,Vm.basic.16,75827,seconds,"₹4,362.86",eur,us_east_1,None,DEVOPS,Staging,na,t-6544,System alert: CPU spike on resource,INC-4617,V1,ON-DEMAND,data science,DELTA,false,-52,82.42,ON_DEMAND,,,
U27066,acct-029,2025-01-31 23:35:00+00:00,ML & AI,VM-BASIC-16,"92,761",s,"€8,365.09",INR₹,ca_central_1,NONE,backend,dev,RES_LB_078,TICKET-3321,"Neha Gupta, 89012345 reported latency",INCI_2532,V1.0,SPOT,N/A,beta,N,197,106.24,ON_DEMAND,,,
U25619,acct-012,2026-02-28 05:33:00-08:00,Compute,Vm.BASIC.16,6139923,hour,"USD 3,466.84",USD,United States East,credit,Team-SRE,stage,res-db-962,tkt-1415,support contact Sara Chen,INCI_3071,v1.0,ON-DEMAND,operations,PROJ_BETA,n,-348,na,SPOT,,,
U24340,acct-0012,2025-09-28 25:19,Storage,Vm-PREM-8,249662,hrs,€102.01,na,AP-SE-1,credit,,staging,RES_LB566,TICKET-3286,Customer Neha Gupta raised billing issue,INCI_9078,1,ON-DEMAND,ops,Alpha,N,18,103.98,ON_DEMAND,,,
U29715,acct-027,2025-12-25 03:34:00,Compute,vmBASIC16,174579,second,₹783.66,USD,ap-south1,na,grp-security,Staging,res-db895,,Incident follow-up for Arjun Sharma,,N/A,preemptible,Product,,no,196,,ON_DEMAND,,,
U29514,acct-0036,2025-01-09T09:02:00+05:30,Compute,vm-std-2,191880,hours,€3452.85,,ap-southeast-1,N/A,na,Prod,RES-VM909,t-4336,"Neha Gupta, +1-555-0192 reported latency",Incident-2327,V3,ON-DEMAND,Product,proj-alpha,Yes,217,N/A,RESERVED,,,
U21760,ACCT_033,09-02-2026 08:36:00,Analytics,vm.Std.8,21711,seconds,8177.94,N/A,ap_south_1,na,,development,res-vm-275,t-1166,support contact Carlos Rivera,INCI_8767,v1,Reserved,prod,DELTA,1,123,89.21,ON_DEMAND,,,
U25467,ACCT_035,2025-04-02 22:01:00,Database,Vm.Std.2,206556,s,"€8,264.11",USD,ap-south-1,credit,,staging,res-lb-tcp_974,TICKET-5295,support contact Kevin Park,,2025-Q1,N/A,N/A,Epsilon,n,259,82.23,ON_DEMAND,,,
U28726,acct-044,2026-01-15 10:33:00,Containers,Vm.std.16,281780,hr,USD 4627.84,eur,us-east-1,freetier,team_ml,DEV,res-vm_374,N/A,Ticket raised by Kevin Park (carlos.r@firm.co),incident-1891,1,Preemptible,operations,proj-beta,1,-76,na,ON_DEMAND,,,
U24147,ACCT-012,27-04-2025 08:53:00,Compute,VmSTD2,"46,019",minute,"5,351.70",N/A,AP-SOUTH-1,na,data,Dev,res-vm-838,tkt-8789,Automated: Disk I/O anomaly detected,INC8573,V3,reserved,UNKNOWN,Alpha,no,114,N/A,ON_DEMAND,,,
U29657,acct006,2025-04-14T20:55:00+05:30,CDN,vmprem8,"268,351",min,$6384.88,Us Dollar,ap-south-1,N/A,N/A,Prod,vm.179,N/A,"Neha Gupta, 89012345 reported latency",Incident-2384,2025-q4,Reserve,engineering,alpha,no,43,89.77,SPOT,,,
U25323,ACCT028,2025-03-11 18:09:00+00:00,ML & AI,vm.Std.2,317646,second,"€6,877.14",Us Dollar,AP-SOUTH-1,,team-sre,Prod,N/A,tkt-2293,Automated: Disk I/O anomaly detected,INCI_8031,2025-Q4,preemptible,DATA_SCIENCE,N/A,true,339,105.94,ON_DEMAND,,,
U29841,acct019,2025-10-04 02:36:00+00:00,Analytics,VM-prem-16,53543,hr,"INR7,617.30",Us Dollar,eu-central1,,,stage,,T-1620,Access denied for user Sara Chen,N/A,v2,on-demand,OPS,alpha,yes,438,N/A,RESERVED,,,
U28577,ACCT-009,2025-07-16 17:53:00+00:00,Networking,Vm_PREM_4,"283,770",min,INR5738.42,inr,ap-south-1,freetier,grp-backend,DEV,RES-DB.325,tkt-3495,Auto ticket: Memory utilization high,,2025-Q1,on-demand,operations,unknown,N,-153,na,ON_DEMAND,,,
U28715,acct-0035,2026-02-25 25:33,Storage,VM.prem.8,44410,hours,"INR6,465.73",inr,USEast1,free_tier,,Prod,vm.403,Ticket-2130,Ticket raised by Sara Chen (neha.g@company.in),,v3,ondemand,Product,PROJ_BETA,,-157,106.21,RESERVED,,,
U27558,ACCT-017,01/28/2025 11:06,ML & AI,VmPREM16,"167,083",hr,USD 3199.33,eur,eucentral1,None,na,stage,na,tkt-2871,Automated: Disk I/O anomaly detected,INC2903,1,Reserve,ops,proj_alpha,YES,-216,91.75,ON_DEMAND,,,
U20233,ACCT-012,2025-02-17T13:21:00+05:30,CDN,vm_PREM_16,249358,minutes,3547.24,USD,ap-se-1,freetier,,Production,RES_LB_332,tkt-1232,Incident follow-up for Neha Gupta,,2025-q4,RESERVED,OPS,proj-alpha,FALSE,377,82.25,ON_DEMAND,,,
U23380,acct030,2025/06/25 08:10,Containers,vm.Std.16,347885,second,"₹2,733.44",eur,Canada Central,none,TEAM-FRONTEND,Testing,na,N/A,Automated: Disk I/O anomaly detected,INCI_9427,V3,Spot,FIN,PROJ-ALPHA,False,162,N/A,ON_DEMAND,,,
U25439,ACCT_001,2025-10-07 16:27:00-08:00,CDN,Vm-prem-8,"201,525",s,"8,532.25",,US-EAST-1,freetier,N/A,production,,ticket2553,Automated: Disk I/O anomaly detected,N/A,V2.0,Reserved,eng,proj-beta,True,19,,ON_DEMAND,,,
U28482,ACCT_013,2025/03/02 18:45,Networking,Vm-Std-2,348747,second,"₹8,211.50",eur,CA-CENTRAL,Credit,team_sre,N/A,,TICKET-1264,Incident follow-up for Sara Chen,INCI_4254,2025-Q4,OD,Product,N/A,,-179,N/A,RESERVED,,,
U23181,acct-043,12/01/2025 06:33,Compute,vm-Std-2,"89,710",hour,₹7512.64,Us Dollar,EU Central,CREDIT,Team-SECURITY,production,res-k8s-node-105,t-1522,Automated: Disk I/O anomaly detected,INC7723,2025-Q1,on-demand,DS,Delta,Y,313,82.23,SPOT,,,
U25858,acct-0021,2025/12/01 22:08,CDN,vm.PREM.4,97892,second,"INR6,249.81",Us Dollar,USEast1,freetier,Team-SECURITY,production,RES-VM377,Ticket-1915,support contact Arjun Sharma,Incident-7089,V2,preemptible,fin,Beta,true,214,N/A,SPOT,,,
U21091,ACCT-050,08-01-2025 00:06:00,Serverless,Vm_BASIC_4,138869,hrs,USD 5860.72,INR,eu_central_1,,,Staging,RES-FUNC-997,Ticket-8941,Automated: Disk I/O anomaly detected,N/A,,spot,FIN,PROJ-ALPHA,0,419,104.83,RESERVED,,,
U27828,ACCT-009,2025-01-10 14:19:00+00:00,Database,Vm.Std.8,256732,hour,"USD 5,306.86",Us Dollar,ap-southeast-1,NONE,grp-finops,,vm-368,,Automated: Disk I/O anomaly detected,incident-8599,2025-q1,RI,OPS,Proj-Beta,yes,333,na,SPOT,,,
U22235,  ACCT-038  ,2025-07-18 14:49:00,CDN,vmprem2,335266,hour,INR481.66,INR,ap south 1,NONE,TEAM-FINOPS,Staging,res-func758,t-5375,"Neha Gupta, 9876543210 reported latency",incident-1128,v1.0,on_demand,finance,Alpha,0,-481,82.43,ON_DEMAND,,,
U22076-DUP,acct-0029,02/07/2025 10:29,Serverless,VM-basic-16,73602,second,INR4660.88,na,United States East,na,sre,staging,res-k8s-node_573,Ticket-8664,Access denied for user Neha Gupta,INC8697,2025-Q4,ON-DEMAND,FIN,beta,YES,-140,83.35,RESERVED,,,
U20559,acct050,02/17/2026 21:57,ML & AI,vm.Std.2,357281,hrs,"€9,050.72",usd,Singapore,NONE,na,development,,T-5315,Ticket raised by Carlos Rivera (sara.c@corp.net),INC-2714,2025-q1,On-Demand,FIN,epsilon,yes,218,,SPOT,,,
U29562,acct-028,2025-11-05 17:07:00+00:00,Database,vm_std_2,305062,second,INR2282.77,,ap_southeast_1,,TEAM-FINOPS,Dev,RES-K8S645,TKT-3521,Billing dispute from kevin.p@biz.org,INC-8854,V2.0,SPOT,ENGINEERING,proj-beta,true,-119,na,SPOT,,,
U24288,ACCT_028,2025-10-21T02:37:00+05:30,Storage,VMStd8,"356,789",hr,₹9118.93,USD,CA-CENTRAL,credit,grp-frontend,dev,vm-944,TKT-8860,Ticket raised by Kevin Park (arjun.s@corp.com),INC-9023,V1.0,RI,Data Science,PROJ-ALPHA,yes,-15,,ON_DEMAND,,,
U25443,acct034,2025-08-08T02:08:00+05:30,Serverless,VMPREM4,254814,min,"€7,519.01",INR₹,Singapore,credit,SECURITY,Dev,res-lb-tcp.168,tkt-2845,support contact Arjun Sharma,Incident-5762,V2.0,RI,ENGINEERING,na,FALSE,-363,83.98,ON_DEMAND,,,
